Administration Code,Merchant Code,OrderCode,Date,PaymentMethod,Status,CurrencyCode,Amount,Commission,Batch ID,Refusal Reason
ABCGATEWAY,ABJP7273OPAP3DJPY,0btf1f59-0d6d-44b9-bt0f-29b202c0682d,11/21/23 0:30,VISA_CREDIT-SSL,CAPTURED,USD,20.84,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,c3103c2t-286t-4tt4-t053-165179b9c471,11/21/23 0:31,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.84,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,c3103c2t-286t-4tt4-t053-165179b9c471,11/21/23 0:31,VISA_CREDIT-SSL,AUTHORISED,USD,20.84,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,c8ec1361-6d08-42ct-bd50-241db1d476d8,11/21/23 0:35,VISA_CREDIT-SSL,CAPTURED,USD,34.73,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,6f676715-9142-43e3-bt73-dcee43293e5c,11/21/23 0:38,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.84,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,6f676715-9142-43e3-bt73-dcee43293e5c,11/21/23 0:38,VISA_CREDIT-SSL,AUTHORISED,USD,20.84,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,09e81766-dbb7-45t5-9410-f5ced875763e,11/21/23 0:45,VISA_CREDIT-SSL,CAPTURED,USD,20.84,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,e2ctd195-99c6-4b1f-9d75-199f7743t7e7,11/21/23 0:45,ECMC_CREDIT-SSL,CAPTURED,USD,104.22,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,c3103c2t-286t-4tt4-t053-165179b9c471,11/21/23 0:50,VISA_CREDIT-SSL,CAPTURED,USD,20.84,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,tf0et36d-107b-4et6-b3f4-3b64e3et57d4,11/21/23 0:51,VISA_CREDIT-SSL,AUTHORISED,USD,20.85,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,tf0et36d-107b-4et6-b3f4-3b64e3et57d4,11/21/23 0:51,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.85,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,2t78e24b-6ee7-490t-83c7-4296tcdt578c,11/21/23 0:52,VISA_CREDIT-SSL,AUTHORISED,USD,34.76,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,2t78e24b-6ee7-490t-83c7-4296tcdt578c,11/21/23 0:52,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,34.76,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,6f676715-9142-43e3-bt73-dcee43293e5c,11/21/23 0:55,VISA_CREDIT-SSL,CAPTURED,USD,20.84,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,d9d23f1c-ectd-42f7-8b4c-59f90458c1c6,11/21/23 0:56,ECMC_CREDIT-SSL,AUTHORISED,USD,69.53,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,d9d23f1c-ectd-42f7-8b4c-59f90458c1c6,11/21/23 0:56,ECMC_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,69.53,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,91d236t3-5b38-488d-95cf-dct9266f70e5,11/21/23 1:08,VISA_CREDIT-SSL,REFUSED,USD,20.87,,,Decline for CVV2 failure
ABCGATEWAY,ABJP7273OPAP3DJPY,91d236t3-5b38-488d-95cf-dct9266f70e5,11/21/23 1:08,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.87,,,Decline for CVV2 failure
ABCGATEWAY,ABJP7273OPAP3DJPY,tf0et36d-107b-4et6-b3f4-3b64e3et57d4,11/21/23 1:10,VISA_CREDIT-SSL,CAPTURED,USD,20.85,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,2t78e24b-6ee7-490t-83c7-4296tcdt578c,11/21/23 1:10,VISA_CREDIT-SSL,CAPTURED,USD,34.76,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,d1d561t6-5d6t-4393-bd59-8d986t2teec1,11/21/23 1:13,ECMC_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.88,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,d1d561t6-5d6t-4393-bd59-8d986t2teec1,11/21/23 1:13,ECMC_CREDIT-SSL,AUTHORISED,USD,20.88,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,d9d23f1c-ectd-42f7-8b4c-59f90458c1c6,11/21/23 1:15,ECMC_CREDIT-SSL,CAPTURED,USD,69.53,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,d1d561t6-5d6t-4393-bd59-8d986t2teec1,11/21/23 1:30,ECMC_CREDIT-SSL,CAPTURED,USD,20.88,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,872dft92-0tdc-4115-86d9-8bt571d88749,11/21/23 1:31,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.88,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,872dft92-0tdc-4115-86d9-8bt571d88749,11/21/23 1:31,VISA_CREDIT-SSL,AUTHORISED,USD,20.88,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,99e8fe9f-618f-4462-b8c9-e207t3dbc6ct,11/21/23 1:40,VISA_CREDIT-SSL,AUTHORISED,USD,34.84,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,99e8fe9f-618f-4462-b8c9-e207t3dbc6ct,11/21/23 1:40,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,34.84,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,ec39ccd2-be90-42bc-b760-db070dt5f419,11/21/23 1:42,VISA_CREDIT-SSL,AUTHORISED,USD,20.9,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,ec39ccd2-be90-42bc-b760-db070dt5f419,11/21/23 1:42,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.9,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,fe9ft75b-74d2-4tet-9185-09ecd7926176,11/21/23 1:42,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.9,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,fe9ft75b-74d2-4tet-9185-09ecd7926176,11/21/23 1:42,VISA_CREDIT-SSL,AUTHORISED,USD,20.9,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,872dft92-0tdc-4115-86d9-8bt571d88749,11/21/23 1:50,VISA_CREDIT-SSL,CAPTURED,USD,20.88,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,60etb7f5-fbdd-4330-8794-e0311d94de19,11/21/23 1:53,VISA_CREDIT-SSL,AUTHORISED,USD,34.81,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,60etb7f5-fbdd-4330-8794-e0311d94de19,11/21/23 1:53,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,34.81,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,99e8fe9f-618f-4462-b8c9-e207t3dbc6ct,11/21/23 2:00,VISA_CREDIT-SSL,CAPTURED,USD,34.84,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,fe9ft75b-74d2-4tet-9185-09ecd7926176,11/21/23 2:00,VISA_CREDIT-SSL,CAPTURED,USD,20.9,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,ec39ccd2-be90-42bc-b760-db070dt5f419,11/21/23 2:00,VISA_CREDIT-SSL,CAPTURED,USD,20.9,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,5e0dett0-26ee-44e5-t542-d25e2c813t43,11/21/23 2:03,VISA_CREDIT-SSL,AUTHORISED,USD,34.81,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,5e0dett0-26ee-44e5-t542-d25e2c813t43,11/21/23 2:03,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,34.81,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,60etb7f5-fbdd-4330-8794-e0311d94de19,11/21/23 2:10,VISA_CREDIT-SSL,CAPTURED,USD,34.81,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,90t56880-811d-4237-89ft-c9c61c564f9t,11/21/23 2:17,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.89,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,90t56880-811d-4237-89ft-c9c61c564f9t,11/21/23 2:17,VISA_CREDIT-SSL,AUTHORISED,USD,20.89,,78,
ABCGATEWAY,ABJP3DJPY,977609f7-bf03-4e39-tbft-cf3c2f8798fc,11/21/23 2:17,ECMC_CREDIT-SSL,SENT_FOR_AUTHORISATION,JPY,100,,,
ABCGATEWAY,ABJP3DJPY,977609f7-bf03-4e39-tbft-cf3c2f8798fc,11/21/23 2:17,ECMC_CREDIT-SSL,AUTHORISED,JPY,100,,22,
ABCGATEWAY,ABJP7273OPAP3DJPY,5e0dett0-26ee-44e5-t542-d25e2c813t43,11/21/23 2:20,VISA_CREDIT-SSL,CAPTURED,USD,34.81,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,b9e9071c-2002-4191-b021-te583031tb1c,11/21/23 2:27,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,139.25,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,b9e9071c-2002-4191-b021-te583031tb1c,11/21/23 2:27,VISA_CREDIT-SSL,AUTHORISED,USD,139.25,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,c264d3d5-f947-4917-973e-4dfbd866c940,11/21/23 2:30,VISA_CREDIT-SSL,REFUSED,USD,20.91,,,Decline for CVV2 failure
ABCGATEWAY,ABJP7273OPAP3DJPY,c264d3d5-f947-4917-973e-4dfbd866c940,11/21/23 2:30,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.91,,,Decline for CVV2 failure
ABCGATEWAY,ABJP7273OPAP3DJPY,361b20e3-7607-4dde-t42e-b6bcde2c759b,11/21/23 2:31,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.91,,,Decline for CVV2 failure
ABCGATEWAY,ABJP7273OPAP3DJPY,361b20e3-7607-4dde-t42e-b6bcde2c759b,11/21/23 2:31,VISA_CREDIT-SSL,REFUSED,USD,20.91,,,Decline for CVV2 failure
ABCGATEWAY,ABJP7273OPAP3DJPY,38fe5709-69ef-4d47-tt7d-89ccd2b16146,11/21/23 2:32,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.91,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,38fe5709-69ef-4d47-tt7d-89ccd2b16146,11/21/23 2:32,VISA_CREDIT-SSL,AUTHORISED,USD,20.91,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,90t56880-811d-4237-89ft-c9c61c564f9t,11/21/23 2:35,VISA_CREDIT-SSL,CAPTURED,USD,20.89,,79,
ABCGATEWAY,ABJP3DJPY,977609f7-bf03-4e39-tbft-cf3c2f8798fc,11/21/23 2:35,ECMC_CREDIT-SSL,CAPTURED,JPY,100,,22,
ABCGATEWAY,ABJP7273OPAP3DJPY,47fe8bt0-5650-4f5f-bd98-721172cc7182,11/21/23 2:35,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.91,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,47fe8bt0-5650-4f5f-bd98-721172cc7182,11/21/23 2:35,VISA_CREDIT-SSL,AUTHORISED,USD,20.91,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,37545bt2-8b71-4949-86cc-fcbt2dtb0dd0,11/21/23 2:38,VISA_CREDIT-SSL,AUTHORISED,USD,20.91,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,37545bt2-8b71-4949-86cc-fcbt2dtb0dd0,11/21/23 2:38,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.91,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,db58t1b9-214e-4t82-tfbe-3d56670e30cf,11/21/23 2:43,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.91,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,db58t1b9-214e-4t82-tfbe-3d56670e30cf,11/21/23 2:43,VISA_CREDIT-SSL,AUTHORISED,USD,20.91,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,b9e9071c-2002-4191-b021-te583031tb1c,11/21/23 2:45,VISA_CREDIT-SSL,CAPTURED,USD,139.25,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,38fe5709-69ef-4d47-tt7d-89ccd2b16146,11/21/23 2:50,VISA_CREDIT-SSL,CAPTURED,USD,20.91,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,199f1c1c-7tfe-46c6-td84-41639847d756,11/21/23 2:51,VISA_CREDIT-SSL,REFUSED,USD,20.92,,,"Blocked, first usedï¿½ï¿½ï¿½transaction from new cardholder"
ABCGATEWAY,ABJP7273OPAP3DJPY,199f1c1c-7tfe-46c6-td84-41639847d756,11/21/23 2:51,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.92,,,"Blocked, first usedï¿½ï¿½ï¿½transaction from new cardholder"
ABCGATEWAY,ABJP7273OPAP3DJPY,47fe8bt0-5650-4f5f-bd98-721172cc7182,11/21/23 2:55,VISA_CREDIT-SSL,CAPTURED,USD,20.91,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,37545bt2-8b71-4949-86cc-fcbt2dtb0dd0,11/21/23 2:55,VISA_CREDIT-SSL,CAPTURED,USD,20.91,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,693e06c7-9cd7-4c83-btc9-bde722759dt1,11/21/23 2:58,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.92,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,693e06c7-9cd7-4c83-btc9-bde722759dt1,11/21/23 2:58,VISA_CREDIT-SSL,AUTHORISED,USD,20.92,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,t756f104-594b-4d27-96d5-4e0c50tb8086,11/21/23 2:59,ECMC_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.92,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,t756f104-594b-4d27-96d5-4e0c50tb8086,11/21/23 2:59,ECMC_CREDIT-SSL,AUTHORISED,USD,20.92,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,db58t1b9-214e-4t82-tfbe-3d56670e30cf,11/21/23 3:01,VISA_CREDIT-SSL,CAPTURED,USD,20.91,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,9414et81-118f-4ctd-8bc7-10beb0cb50tc,11/21/23 3:03,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,34.9,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,9414et81-118f-4ctd-8bc7-10beb0cb50tc,11/21/23 3:03,VISA_CREDIT-SSL,AUTHORISED,USD,34.9,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,2t499e3e-f97e-4tef-t824-f6bt3tef8385,11/21/23 3:06,VISA_CREDIT-SSL,AUTHORISED,USD,20.94,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,2t499e3e-f97e-4tef-t824-f6bt3tef8385,11/21/23 3:06,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.94,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,6635bb8t-0074-44c8-tf78-643fd0t58918,11/21/23 3:09,VISA_DEBIT-SSL,SENT_FOR_AUTHORISATION,USD,20.94,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,6635bb8t-0074-44c8-tf78-643fd0t58918,11/21/23 3:09,VISA_DEBIT-SSL,AUTHORISED,USD,20.94,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,6cf38b5d-9f3t-43d8-8ddc-be098c1692ce,11/21/23 3:11,VISA_DEBIT-SSL,SENT_FOR_AUTHORISATION,USD,20.93,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,6cf38b5d-9f3t-43d8-8ddc-be098c1692ce,11/21/23 3:11,VISA_DEBIT-SSL,AUTHORISED,USD,20.93,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,e1fc83e6-84td-4f9f-bee0-5c7td538473c,11/21/23 3:12,VISA_CREDIT-SSL,AUTHORISED,USD,69.79,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,e1fc83e6-84td-4f9f-bee0-5c7td538473c,11/21/23 3:12,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,69.79,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,t756f104-594b-4d27-96d5-4e0c50tb8086,11/21/23 3:15,ECMC_CREDIT-SSL,CAPTURED,USD,20.92,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,693e06c7-9cd7-4c83-btc9-bde722759dt1,11/21/23 3:15,VISA_CREDIT-SSL,CAPTURED,USD,20.92,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,9414et81-118f-4ctd-8bc7-10beb0cb50tc,11/21/23 3:20,VISA_CREDIT-SSL,CAPTURED,USD,34.9,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,d7104311-eb9d-4d85-te97-0dft66245619,11/21/23 3:21,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.93,,,Do not honour
ABCGATEWAY,ABJP7273OPAP3DJPY,d7104311-eb9d-4d85-te97-0dft66245619,11/21/23 3:21,VISA_CREDIT-SSL,REFUSED,USD,20.93,,,Do not honour
ABCGATEWAY,ABJP7273OPAP3DJPY,fd99259e-1440-41b3-9t45-bt2d3dd38c14,11/21/23 3:22,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.93,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,fd99259e-1440-41b3-9t45-bt2d3dd38c14,11/21/23 3:22,VISA_CREDIT-SSL,AUTHORISED,USD,20.93,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,2t499e3e-f97e-4tef-t824-f6bt3tef8385,11/21/23 3:25,VISA_CREDIT-SSL,CAPTURED,USD,20.94,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,6635bb8t-0074-44c8-tf78-643fd0t58918,11/21/23 3:25,VISA_DEBIT-SSL,CAPTURED,USD,20.94,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,6cf38b5d-9f3t-43d8-8ddc-be098c1692ce,11/21/23 3:30,VISA_DEBIT-SSL,CAPTURED,USD,20.93,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,e1fc83e6-84td-4f9f-bee0-5c7td538473c,11/21/23 3:31,VISA_CREDIT-SSL,CAPTURED,USD,69.79,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,1d387763-2656-47fd-b50c-3924t71f12b1,11/21/23 3:32,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.94,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,1d387763-2656-47fd-b50c-3924t71f12b1,11/21/23 3:32,VISA_CREDIT-SSL,AUTHORISED,USD,20.94,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,5t4f764e-2te7-4419-b334-825btdt4559c,11/21/23 3:37,ECMC_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.94,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,5t4f764e-2te7-4419-b334-825btdt4559c,11/21/23 3:37,ECMC_CREDIT-SSL,AUTHORISED,USD,20.94,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,fd99259e-1440-41b3-9t45-bt2d3dd38c14,11/21/23 3:40,VISA_CREDIT-SSL,CAPTURED,USD,20.93,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,49bb624t-2ft4-476e-97b8-1t2t2d1d61eb,11/21/23 3:43,VISA_CREDIT-SSL,AUTHORISED,USD,20.95,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,49bb624t-2ft4-476e-97b8-1t2t2d1d61eb,11/21/23 3:43,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.95,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,f15dbb59-5f7c-4c1b-btt0-182169720d13,11/21/23 3:44,ECMC_CREDIT-SSL,AUTHORISED,USD,20.95,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,f15dbb59-5f7c-4c1b-btt0-182169720d13,11/21/23 3:44,ECMC_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.95,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,1d387763-2656-47fd-b50c-3924t71f12b1,11/21/23 3:50,VISA_CREDIT-SSL,CAPTURED,USD,20.94,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,068171e5-t699-4fe3-t14t-e7b4d4fc99ct,11/21/23 3:55,ECMC_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.96,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,068171e5-t699-4fe3-t14t-e7b4d4fc99ct,11/21/23 3:55,ECMC_CREDIT-SSL,AUTHORISED,USD,20.96,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,5t4f764e-2te7-4419-b334-825btdt4559c,11/21/23 3:55,ECMC_CREDIT-SSL,CAPTURED,USD,20.94,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,3b7dd8bb-e310-47tb-9787-bftct447d655,11/21/23 3:58,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.96,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,3b7dd8bb-e310-47tb-9787-bftct447d655,11/21/23 3:58,VISA_CREDIT-SSL,AUTHORISED,USD,20.96,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,e666527t-t2e2-4f06-tf11-b254d6726532,11/21/23 3:59,VISA_DEBIT-SSL,SENT_FOR_AUTHORISATION,USD,20.96,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,e666527t-t2e2-4f06-tf11-b254d6726532,11/21/23 3:59,VISA_DEBIT-SSL,AUTHORISED,USD,20.96,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,d2cete5b-8f6d-4c6f-be6f-7d6f328b6f1b,11/21/23 4:00,VISA_DEBIT-SSL,SENT_FOR_AUTHORISATION,USD,20.97,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,d2cete5b-8f6d-4c6f-be6f-7d6f328b6f1b,11/21/23 4:00,VISA_DEBIT-SSL,AUTHORISED,USD,20.97,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,49bb624t-2ft4-476e-97b8-1t2t2d1d61eb,11/21/23 4:01,VISA_CREDIT-SSL,CAPTURED,USD,20.95,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,f15dbb59-5f7c-4c1b-btt0-182169720d13,11/21/23 4:01,ECMC_CREDIT-SSL,CAPTURED,USD,20.95,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,be80cbdf-4e75-4d17-b049-53cd9270te96,11/21/23 4:08,ECMC_DEBIT-SSL,SENT_FOR_AUTHORISATION,USD,0.69,,,The card is expired.
ABCGATEWAY,ABJP7273OPAP3DJPY,be80cbdf-4e75-4d17-b049-53cd9270te96,11/21/23 4:08,ECMC_DEBIT-SSL,REFUSED,USD,0.69,,,The card is expired.
ABCGATEWAY,ABJP7273OPAP3DJPY,068171e5-t699-4fe3-t14t-e7b4d4fc99ct,11/21/23 4:10,ECMC_CREDIT-SSL,CAPTURED,USD,20.96,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,dd4148c2-95bf-40c0-b97t-e45fd144601e,11/21/23 4:12,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.98,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,dd4148c2-95bf-40c0-b97t-e45fd144601e,11/21/23 4:12,VISA_CREDIT-SSL,AUTHORISED,USD,20.98,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,3b7dd8bb-e310-47tb-9787-bftct447d655,11/21/23 4:15,VISA_CREDIT-SSL,CAPTURED,USD,20.96,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,e666527t-t2e2-4f06-tf11-b254d6726532,11/21/23 4:15,VISA_DEBIT-SSL,CAPTURED,USD,20.96,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,00c8b792-2c3t-4d6c-9ct4-94e1tc4b1fdb,11/21/23 4:18,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.98,,,Decline for CVV2 failure
ABCGATEWAY,ABJP7273OPAP3DJPY,00c8b792-2c3t-4d6c-9ct4-94e1tc4b1fdb,11/21/23 4:18,VISA_CREDIT-SSL,REFUSED,USD,20.98,,,Decline for CVV2 failure
ABCGATEWAY,ABJP7273OPAP3DJPY,d2cete5b-8f6d-4c6f-be6f-7d6f328b6f1b,11/21/23 4:20,VISA_DEBIT-SSL,CAPTURED,USD,20.97,,79,
ABCGATEWAY,ABJP7273OPAP3DJPY,c645f98e-1f84-4980-9tdd-cdc15bb0dd93,11/21/23 4:30,VISA_CREDIT-SSL,SENT_FOR_AUTHORISATION,USD,20.98,,,
ABCGATEWAY,ABJP7273OPAP3DJPY,c645f98e-1f84-4980-9tdd-cdc15bb0dd93,11/21/23 4:30,VISA_CREDIT-SSL,AUTHORISED,USD,20.98,,78,
ABCGATEWAY,ABJP7273OPAP3DJPY,dd4148c2-95bf-40c0-b97t-e45fd144601e,11/21/23 4:30,VISA_CREDIT-SSL,CAPTURED,USD,20.98,,79,
